"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","13.9","","","","1"
"2020-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","16.8","","","","1"
"2020-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.6","","","","1"
"2020-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.5","","","","1"
"2020-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.3","","","","1"
"2020-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.5","","","","1"
"2020-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.7","","","","1"
"2020-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.3","","","","1"
"2021-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.7","","","","1"
"2021-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","10.8","","","","1"
"2021-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","9.8","","","","1"
"2021-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.3","","","","1"
"2021-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.1","","","","1"
"2021-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.6","","","","1"
"2021-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.1","","","","1"
"2021-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.9","","","","1"
"2021-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.6","","","","1"
"2021-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.6","","","","1"
"2021-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.1","","","","1"
"2021-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.4","","","","1"
"2022-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.1","","","","1"
"2022-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.8","","","","1"
"2022-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.1","","","","1"
"2022-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.0","","","","1"
"2022-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.1","","","","1"
"2022-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.6","","","","1"
"2022-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","1.6","","","","1"
"2022-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","0.5","","","","1"
"2022-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","0.2","","","","1"
"2022-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","1.7","","","","1"
"2022-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.3","","","","1"
"2022-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.0","","","","1"
"2023-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.8","","","","1"
"2023-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.7","","","","1"
"2023-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.1","","","","1"
"2023-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.0","","","","1"
"2023-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.0","","","","1"
"2023-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","1.8","","","","1"
"2023-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.8","","","","1"
"2023-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.2","","","","1"
"2023-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.1","","","","1"
"2023-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.0","","","","1"
"2023-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","1.3","","","","1"
"2023-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.4","","","","1"
"2024-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.5","","","","1"
"2024-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.4","","","","1"
"2024-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","2.5","","","","1"
"2024-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.5","","","","1"
"2024-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.2","","","","1"
"2024-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.0","","","","1"
"2024-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.7","","","","1"
"2024-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.0","","","","1"
"2024-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","3.6","","","","1"
"2024-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.8","","","","1"
"2024-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.5","","","","1"
"2024-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.4","","","","1"
"2025-01","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.0","","","","1"
"2025-02","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.0","","","","1"
"2025-03","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.0","","","","1"
"2025-04","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.8","","","","1"
"2025-05","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.7","","","","1"
"2025-06","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","7.0","","","","1"
"2025-07","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","6.2","","","","1"
"2025-08","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.7","","","","1"
"2025-09","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.6","","","","1"
"2025-10","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.7","","","","1"
"2025-11","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","5.0","","","","1"
"2025-12","Drummondville, Québec","2021S0503447","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278774","16.5.1.1","4.7","","","","1"
"2011-01","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.3","","","","1"
"2011-02","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.0","","","","1"
"2011-03","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.0","","","","1"
"2011-04","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.0","","","","1"
"2011-05","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.2","","","","1"
"2011-06","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.3","","","","1"
"2011-07","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.3","","","","1"
"2011-08","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.4","","","","1"
"2011-09","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.2","","","","1"
"2011-10","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.5","","","","1"
"2011-11","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.7","","","","1"
"2011-12","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","9.3","","","","1"
"2012-01","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","9.4","","","","1"
"2012-02","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","9.6","","","","1"
"2012-03","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","9.4","","","","1"
"2012-04","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","9.2","","","","1"
"2012-05","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.9","","","","1"
"2012-06","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.8","","","","1"
"2012-07","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.4","","","","1"
"2012-08","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1643278830","17.5.1.1","8.1","","","","1"
